path,module,size,last_modified,ext
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\adzuna\AdzunaProvider.kt","core/job-providers",4214,2026-08-01 10:17:02,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\adzuna\dto\AdzunaJobDto.kt","core/job-providers",1171,2026-07-31 18:52:38,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\apify\ApifyApi.kt","core/job-providers",1107,2026-08-01 14:29:57,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\apify\ApifyJobProvider.kt","core/job-providers",6101,2026-08-01 14:20:02,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\apify\dto\ApifyDtos.kt","core/job-providers",823,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\arbeitnow\ArbeitnowApi.kt","core/job-providers",547,2026-07-31 18:52:49,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\arbeitnow\ArbeitnowProvider.kt","core/job-providers",2290,2026-08-01 10:17:02,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\arbeitnow\dto\ArbeitnowJobDto.kt","core/job-providers",941,2026-07-31 22:46:42,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\base\RestJobProvider.kt","core/job-providers",7253,2026-08-01 10:43:07,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\base\RetryInterceptor.kt","core/job-providers",1921,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\base\UserAgentInterceptor.kt","core/job-providers",393,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\cache\JobCache.kt","core/job-providers",454,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\cache\MemoryJobCache.kt","core/job-providers",743,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\cache\RoomJobCache.kt","core/job-providers",1675,2026-07-31 19:01:12,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\di\JobProvidersModule.kt","core/job-providers",4841,2026-07-31 23:07:30,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\greenhouse\GreenhouseApi.kt","core/job-providers",475,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\greenhouse\GreenhouseProvider.kt","core/job-providers",4604,2026-08-01 10:17:19,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\greenhouse\dto\GreenhouseJobDto.kt","core/job-providers",672,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\indeed\IndeedProvider.kt","core/job-providers",1282,2026-08-01 00:05:59,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\jobicy\JobicyApi.kt","core/job-providers",482,2026-07-31 18:52:49,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\jobicy\JobicyProvider.kt","core/job-providers",2644,2026-08-01 10:17:20,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\jobicy\dto\JobicyJobDto.kt","core/job-providers",1320,2026-07-31 18:52:38,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\lever\LeverApi.kt","core/job-providers",428,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\lever\LeverProvider.kt","core/job-providers",4670,2026-08-01 10:17:20,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\lever\dto\LeverJobDto.kt","core/job-providers",581,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\linkedin\LinkedInProvider.kt","core/job-providers",1298,2026-08-01 00:05:59,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\mapper\JobMapper.kt","core/job-providers",10892,2026-08-02 14:18:53,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remoteok\RemoteOKApi.kt","core/job-providers",402,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remoteok\RemoteOKProvider.kt","core/job-providers",2213,2026-08-01 10:17:01,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remoteok\dto\RemoteOKJobDto.kt","core/job-providers",704,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remotive\RemotiveApi.kt","core/job-providers",468,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remotive\RemotiveProvider.kt","core/job-providers",3587,2026-08-02 14:19:01,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\remotive\dto\RemotiveJobDto.kt","core/job-providers",925,2026-07-30 20:00:15,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\usajobs\USAJobsApi.kt","core/job-providers",705,2026-07-31 18:52:49,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\usajobs\USAJobsProvider.kt","core/job-providers",3843,2026-08-01 10:17:20,"kt"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\usajobs\dto\USAJobsDto.kt","core/job-providers",1778,2026-07-31 18:52:38,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\apify\ApifyJobProviderTest.kt","core/job-providers",5482,2026-07-31 22:37:17,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\arbeitnow\ArbeitnowProviderTest.kt","core/job-providers",5209,2026-07-31 22:51:57,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\base\RestJobProviderTest.kt","core/job-providers",7193,2026-08-01 10:17:39,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\base\RetryInterceptorTest.kt","core/job-providers",5896,2026-07-30 20:00:15,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\base\UserAgentInterceptorTest.kt","core/job-providers",2328,2026-07-30 20:00:15,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\cache\MemoryJobCacheTest.kt","core/job-providers",2062,2026-07-30 20:00:15,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\cache\RoomJobCacheTest.kt","core/job-providers",6329,2026-07-31 19:02:08,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\di\JobProvidersModuleTest.kt","core/job-providers",3930,2026-07-30 20:00:15,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\greenhouse\GreenhouseProviderTest.kt","core/job-providers",5518,2026-07-31 22:41:21,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\jobicy\JobicyProviderTest.kt","core/job-providers",3585,2026-07-31 22:37:17,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\lever\LeverProviderTest.kt","core/job-providers",7701,2026-07-31 22:41:21,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\mapper\JobMapperTest.kt","core/job-providers",17126,2026-07-31 22:48:13,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\remoteok\RemoteOKProviderTest.kt","core/job-providers",6151,2026-07-31 22:41:21,"kt"
"core\job-providers\src\test\java\com\bangersoul\aivance\job\remotive\RemotiveProviderTest.kt","core/job-providers",5064,2026-07-31 22:41:21,"kt"
"core\network\build.gradle.kts","core/network",2409,2026-07-30 20:00:15,"kts"
"core\network\src\main\java\com\bangersoul\aivance\core\network\di\NetworkModule.kt","core/network",3455,2026-07-31 22:41:21,"kt"
"core\network\src\main\java\com\bangersoul\aivance\core\network\security\CertificatePinningInterceptor.kt","core/network",5157,2026-08-02 01:19:23,"kt"
"core\network\src\main\java\com\bangersoul\aivance\core\network\security\SecurityUtils.kt","core/network",6700,2026-07-30 20:00:15,"kt"
"core\network\src\test\java\com\bangersoul\aivance\core\network\security\CertificatePinningInterceptorTest.kt","core/network",4653,2026-08-02 14:53:21,"kt"
"core\sdk\build.gradle.kts","core/sdk",708,2026-07-30 20:00:15,"kts"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\api\AIProvider.kt","core/sdk",1956,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\api\EnrichmentProvider.kt","core/sdk",1484,2026-08-01 10:17:14,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\api\JobProvider.kt","core/sdk",1497,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\api\OcrProvider.kt","core/sdk",824,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\api\ResumeParserProvider.kt","core/sdk",875,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\config\ProviderConfiguration.kt","core/sdk",589,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\config\SecretManager.kt","core/sdk",1881,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\core\BaseProvider.kt","core/sdk",4157,2026-08-01 00:28:59,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\core\ProviderCapability.kt","core/sdk",860,2026-07-31 11:51:52,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\core\ProviderMetadata.kt","core/sdk",1495,2026-07-31 11:52:00,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\core\ProviderMetrics.kt","core/sdk",591,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\core\ProviderStatus.kt","core/sdk",1046,2026-07-31 02:25:54,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\exception\SdkExceptions.kt","core/sdk",3582,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\infrastructure\ProviderFactory.kt","core/sdk",2615,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\infrastructure\ProviderManager.kt","core/sdk",13763,2026-08-01 18:01:25,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\infrastructure\ProviderRegistry.kt","core/sdk",2601,2026-07-31 11:55:07,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\model\AiMessage.kt","core/sdk",293,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\security\AivanceSecurity.kt","core/sdk",2595,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\telemetry\ProviderErrorMapper.kt","core/sdk",2364,2026-07-30 20:00:15,"kt"
"core\sdk\src\main\kotlin\com\bangersoul\aivance\sdk\telemetry\ProviderTelemetry.kt","core/sdk",2485,2026-07-30 20:00:15,"kt"
"core\sdk\src\test\java\com\bangersoul\aivance\sdk\config\SecretManagerTest.kt","core/sdk",2377,2026-07-30 20:00:15,"kt"
"core\sdk\src\test\java\com\bangersoul\aivance\sdk\infrastructure\ProviderManagerTest.kt","core/sdk",10510,2026-08-01 00:29:44,"kt"
"core\sdk\src\test\java\com\bangersoul\aivance\sdk\infrastructure\ProviderRegistryTest.kt","core/sdk",2975,2026-07-31 18:21:16,"kt"
"core\util\build.gradle.kts","core/util",1094,2026-08-02 01:30:00,"kts"
"core\util\src\main\java\com\bangersoul\aivance\core\util\BackupExporter.kt","core/util",7723,2026-08-02 01:30:05,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\BackupImporter.kt","core/util",6231,2026-08-02 01:30:11,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\ClipboardHelper.kt","core/util",642,2026-07-30 20:00:15,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\DocxExporter.kt","core/util",2469,2026-08-02 01:19:47,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\DocxTextExtractor.kt","core/util",1244,2026-07-31 02:52:49,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\NotificationHelper.kt","core/util",6529,2026-08-01 17:23:48,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\PdfExporter.kt","core/util",6069,2026-08-01 20:48:21,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\PdfTextExtractor.kt","core/util",3699,2026-07-30 20:00:15,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\extensions\StringExtensions.kt","core/util",313,2026-07-30 20:00:15,"kt"
"core\util\src\main\java\com\bangersoul\aivance\core\util\formatters\DateFormatter.kt","core/util",557,2026-07-30 20:00:15,"kt"
"core\util\src\test\java\com\bangersoul\aivance\core\util\PdfTextExtractorTest.kt","core/util",1061,2026-07-31 18:27:28,"kt"
"docs\DEVELOPMENT_GUIDE.md","docs",40592,2026-07-30 20:00:15,"md"
"docs\RELEASE_CHECKLIST.md","docs",2929,2026-07-30 20:00:15,"md"
"docs\adr\0001-project-structure-and-multi-module.md","docs",1327,2026-07-30 20:00:15,"md"
"docs\adr\0002-tech-stack-and-libraries.md","docs",1272,2026-07-30 20:00:15,"md"
"docs\adr\0003-design-system-and-theming.md","docs",1201,2026-07-30 20:00:15,"md"
"docs\adr\0004-navigation-strategy.md","docs",1683,2026-07-30 20:00:15,"md"
"docs\adr\0005-dependency-injection-with-hilt.md","docs",1097,2026-07-30 20:00:15,"md"
"docs\adr\0006-local-persistence-strategy.md","docs",996,2026-07-30 20:00:15,"md"
"docs\adr\0007-network-layer-implementation.md","docs",931,2026-07-30 20:00:15,"md"
"docs\adr\0008-ui-state-management.md","docs",910,2026-07-30 20:00:15,"md"
"docs\adr\0009-logging-and-error-handling.md","docs",887,2026-07-30 20:00:15,"md"
"docs\adr\0010-ai-integration-strategy.md","docs",1000,2026-07-30 20:00:15,"md"
"docs\adr\0011-image-loading-with-coil.md","docs",805,2026-07-30 20:00:15,"md"
"docs\adr\0012-testing-strategy.md","docs",997,2026-07-30 20:00:15,"md"
"feature\analytics\build.gradle.kts","feature/analytics",1253,2026-07-31 14:54:08,"kts"
"feature\analytics\src\main\java\com\bangersoul\aivance\feature\analytics\AnalyticsScreen.kt","feature/analytics",10630,2026-08-02 18:02:31,"kt"
"feature\analytics\src\main\java\com\bangersoul\aivance\feature\analytics\AnalyticsViewModel.kt","feature/analytics",2915,2026-07-31 17:55:23,"kt"
"feature\analytics\src\main\res\values\strings.xml","feature/analytics",1444,2026-08-02 18:02:31,"xml"
"feature\analytics\src\main\res\values-hi\strings.xml","feature/analytics",2132,2026-08-02 18:02:31,"xml"
"feature\analytics\src\test\java\com\bangersoul\aivance\feature\analytics\AnalyticsViewModelTest.kt","feature/analytics",4331,2026-08-02 14:50:44,"kt"
"feature\assistant\build.gradle.kts","feature/assistant",1397,2026-08-02 01:09:33,"kts"
"feature\assistant\src\main\java\com\bangersoul\aivance\feature\assistant\AssistantScreen.kt","feature/assistant",28177,2026-08-02 17:53:11,"kt"
"feature\assistant\src\main\java\com\bangersoul\aivance\feature\assistant\AssistantViewModel.kt","feature/assistant",8322,2026-08-02 14:04:28,"kt"
"feature\assistant\src\main\res\values\strings.xml","feature/assistant",3593,2026-08-02 17:47:20,"xml"
"feature\assistant\src\main\res\values-hi\strings.xml","feature/assistant",5669,2026-08-02 17:47:20,"xml"
"feature\assistant\src\test\java\com\bangersoul\aivance\feature\assistant\AssistantViewModelTest.kt","feature/assistant",6307,2026-08-02 14:55:05,"kt"
"feature\ats\build.gradle.kts","feature/ats",1434,2026-07-31 10:27:26,"kts"
"feature\ats\src\main\java\com\bangersoul\aivance\feature\ats\AtsScreen.kt","feature/ats",20136,2026-08-02 17:42:49,"kt"
"feature\ats\src\main\java\com\bangersoul\aivance\feature\ats\AtsUiEffect.kt","feature/ats",278,2026-08-01 18:10:33,"kt"
"feature\ats\src\main\java\com\bangersoul\aivance\feature\ats\AtsUiEvent.kt","feature/ats",785,2026-08-01 18:10:33,"kt"
"feature\ats\src\main\java\com\bangersoul\aivance\feature\ats\AtsViewModel.kt","feature/ats",9460,2026-08-02 14:28:54,"kt"
"feature\ats\src\main\res\values\strings.xml","feature/ats",1838,2026-08-02 17:42:28,"xml"
"feature\ats\src\main\res\values-hi\strings.xml","feature/ats",2956,2026-08-02 17:42:28,"xml"
"feature\ats\src\test\java\com\bangersoul\aivance\feature\ats\AtsViewModelTest.kt","feature/ats",6752,2026-08-02 14:31:20,"kt"
"feature\coverletter\build.gradle.kts","feature/coverletter",1489,2026-07-30 20:00:15,"kts"
"feature\coverletter\src\main\java\com\bangersoul\aivance\feature\coverletter\CoverLetterScreen.kt","feature/coverletter",14814,2026-08-02 17:42:49,"kt"
"feature\coverletter\src\main\java\com\bangersoul\aivance\feature\coverletter\CoverLetterViewModel.kt","feature/coverletter",14080,2026-08-02 15:16:40,"kt"
"feature\coverletter\src\main\res\values\strings.xml","feature/coverletter",847,2026-08-02 17:42:28,"xml"
"feature\coverletter\src\main\res\values-hi\strings.xml","feature/coverletter",1311,2026-08-02 17:42:28,"xml"
"feature\coverletter\src\test\java\com\bangersoul\aivance\feature\coverletter\CoverLetterViewModelTest.kt","feature/coverletter",4729,2026-08-02 15:18:23,"kt"
"feature\dashboard\build.gradle.kts","feature/dashboard",1975,2026-07-30 20:00:15,"kts"
"feature\dashboard\src\androidTest\java\com\bangersoul\aivance\feature\dashboard\ComposeScreenTests.kt","feature/dashboard",7194,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\androidTest\java\com\bangersoul\aivance\feature\dashboard\DashboardScreenTest.kt","feature/dashboard",2890,2026-08-01 16:57:13,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\DashboardScreen.kt","feature/dashboard",26123,2026-08-02 17:49:58,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\DashboardUiEffect.kt","feature/dashboard",279,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\DashboardUiEvent.kt","feature/dashboard",505,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\DashboardUiState.kt","feature/dashboard",803,2026-08-01 16:55:03,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\DashboardViewModel.kt","feature/dashboard",5382,2026-08-01 17:30:54,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\HomeViewModel.kt","feature/dashboard",3389,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\data\DashboardRepositoryImpl.kt","feature/dashboard",9551,2026-08-01 13:27:20,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\di\DashboardModule.kt","feature/dashboard",609,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\domain\DashboardData.kt","feature/dashboard",1585,2026-08-01 13:11:28,"kt"
"feature\dashboard\src\main\java\com\bangersoul\aivance\feature\dashboard\domain\DashboardRepository.kt","feature/dashboard",183,2026-07-30 20:00:15,"kt"
"feature\dashboard\src\main\res\values\strings.xml","feature/dashboard",2979,2026-08-02 17:47:36,"xml"
"feature\dashboard\src\main\res\values-hi\strings.xml","feature/dashboard",4534,2026-08-02 17:47:36,"xml"
"feature\dashboard\src\test\java\com\bangersoul\aivance\feature\dashboard\DashboardViewModelTest.kt","feature/dashboard",6228,2026-08-01 16:56:57,"kt"
"feature\dashboard\src\test\java\com\bangersoul\aivance\feature\dashboard\HomeViewModelTest.kt","feature/dashboard",3682,2026-07-31 19:54:49,"kt"
"feature\interview\build.gradle.kts","feature/interview",1439,2026-07-30 20:00:15,"kts"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\InterviewViewModel.kt","feature/interview",7978,2026-08-01 18:17:40,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\QuestionBankViewModel.kt","feature/interview",5117,2026-08-01 18:29:29,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\data\InterviewRepositoryImpl.kt","feature/interview",4361,2026-07-30 20:00:15,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\di\InterviewModule.kt","feature/interview",609,2026-07-30 20:00:15,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\domain\InterviewFeedback.kt","feature/interview",216,2026-07-30 20:00:15,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\domain\InterviewMessage.kt","feature/interview",324,2026-07-30 20:00:15,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\domain\InterviewRepository.kt","feature/interview",321,2026-07-30 20:00:15,"kt"
"feature\interview\src\main\java\com\bangersoul\aivance\feature\interview\domain\InterviewSession.kt","feature/interview",267,2026-07-30 20:00:15,"kt"
"feature\interview\src\test\java\com\bangersoul\aivance\feature\interview\InterviewViewModelTest.kt","feature/interview",5662,2026-08-01 13:15:41,"kt"
"feature\jobs\build.gradle.kts","feature/jobs",1495,2026-07-30 20:00:15,"kts"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\CompanyDetailScreen.kt","feature/jobs",9002,2026-08-02 17:37:25,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\CompanyDetailViewModel.kt","feature/jobs",3341,2026-08-01 16:38:03,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\JobDetailsScreen.kt","feature/jobs",10913,2026-08-02 17:37:25,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\JobDetailsViewModel.kt","feature/jobs",11303,2026-08-02 15:02:39,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\JobsScreen.kt","feature/jobs",22287,2026-08-02 17:53:58,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\JobsViewModel.kt","feature/jobs",5640,2026-08-03 07:53:12,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\LocationCatalog.kt","feature/jobs",32368,2026-08-02 16:50:34,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\SavedJobsScreen.kt","feature/jobs",5713,2026-08-02 17:37:25,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\SavedJobsViewModel.kt","feature/jobs",4090,2026-08-01 22:59:03,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\data\JobSearchRepositoryImpl.kt","feature/jobs",2819,2026-07-30 20:00:15,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\di\JobsModule.kt","feature/jobs",589,2026-07-30 20:00:15,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\domain\JobListing.kt","feature/jobs",351,2026-07-30 20:00:15,"kt"
"feature\jobs\src\main\java\com\bangersoul\aivance\feature\jobs\domain\JobSearchRepository.kt","feature/jobs",174,2026-07-30 20:00:15,"kt"
"feature\jobs\src\main\res\values\strings.xml","feature/jobs",3692,2026-08-02 17:35:58,"xml"
"feature\jobs\src\main\res\values-hi\strings.xml","feature/jobs",5462,2026-08-02 17:35:58,"xml"
"feature\jobs\src\test\java\com\bangersoul\aivance\feature\jobs\JobDetailsViewModelTest.kt","feature/jobs",14404,2026-08-02 15:19:22,"kt"
"feature\jobs\src\test\java\com\bangersoul\aivance\feature\jobs\JobsViewModelTest.kt","feature/jobs",6254,2026-07-31 20:37:25,"kt"
"feature\jobs\src\test\java\com\bangersoul\aivance\feature\jobs\SavedJobsViewModelTest.kt","feature/jobs",4180,2026-07-31 20:37:25,"kt"
"feature\profile\build.gradle.kts","feature/profile",2140,2026-08-02 01:30:20,"kts"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AboutScreen.kt","feature/profile",15816,2026-08-02 17:34:05,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AiSettingsViewModel.kt","feature/profile",9024,2026-07-30 20:00:15,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AppearanceScreen.kt","feature/profile",9050,2026-08-02 17:34:22,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AppearanceViewModel.kt","feature/profile",1784,2026-07-31 17:42:52,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AuthenticationViewModel.kt","feature/profile",7194,2026-08-01 20:38:08,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\AuthViewModel.kt","feature/profile",10890,2026-08-01 20:48:21,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\LearningHubViewModel.kt","feature/profile",6368,2026-07-30 20:00:15,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\LoginScreen.kt","feature/profile",5566,2026-08-02 17:51:27,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\NotificationsViewModel.kt","feature/profile",6565,2026-07-30 20:00:15,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\OnboardingViewModel.kt","feature/profile",19236,2026-08-01 16:46:42,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\PrivacyCenterScreen.kt","feature/profile",6079,2026-08-02 17:34:38,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\PrivacyViewModel.kt","feature/profile",3140,2026-08-02 01:18:44,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\ProfileScreen.kt","feature/profile",30275,2026-08-02 21:05:18,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\ProfileViewModel.kt","feature/profile",10905,2026-08-01 18:43:46,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\ProviderManagementViewModel.kt","feature/profile",16912,2026-08-02 15:28:25,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\SettingsScreen.kt","feature/profile",14843,2026-08-02 17:35:33,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\SettingsViewModel.kt","feature/profile",10906,2026-08-02 16:53:17,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\SplashScreen.kt","feature/profile",3710,2026-08-02 17:34:22,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\WelcomeScreen.kt","feature/profile",10759,2026-08-02 17:34:50,"kt"
"feature\profile\src\main\java\com\bangersoul\aivance\feature\profile\domain\RoadmapStep.kt","feature/profile",209,2026-07-30 20:00:15,"kt"
"feature\profile\src\main\res\values\strings.xml","feature/profile",10342,2026-08-02 21:08:09,"xml"
"feature\profile\src\main\res\values-hi\strings.xml","feature/profile",14989,2026-08-02 21:08:09,"xml"
"feature\profile\src\test\java\com\bangersoul\aivance\feature\profile\NotificationsViewModelTest.kt","feature/profile",3822,2026-07-31 20:41:35,"kt"
"feature\profile\src\test\java\com\bangersoul\aivance\feature\profile\ProfileViewModelTest.kt","feature/profile",5654,2026-07-31 20:32:57,"kt"
"feature\profile\src\test\java\com\bangersoul\aivance\feature\profile\SettingsViewModelTest.kt","feature/profile",6188,2026-08-02 15:29:38,"kt"
"feature\recruiter\build.gradle.kts","feature/recruiter",1253,2026-07-31 12:11:39,"kts"
"feature\recruiter\src\main\java\com\bangersoul\aivance\feature\recruiter\RecruiterDashboardScreen.kt","feature/recruiter",9269,2026-08-02 17:38:41,"kt"
"feature\recruiter\src\main\java\com\bangersoul\aivance\feature\recruiter\RecruiterViewModel.kt","feature/recruiter",5219,2026-08-01 15:16:35,"kt"
